1621791493.0161207, -0.016, 0.856, 0.057
1621791493.0179281, -0.136, 0.954, 0.035
1621791493.0196772, -0.079, 0.912, 0.054
1621791493.0213916, -0.068, 0.896, 0.042
1621791493.0231426, -0.029, 0.905, 0.063
1621791493.024881, -0.068, 0.917, 0.054
1621791493.026612, -0.113, 0.929, 0.011
1621791493.0283523, -0.083, 0.896, 0.039
1621791493.0304086, -0.025, 0.923, 0.058
1621791493.0321567, -0.016, 0.902, 0.033
1621791493.0338962, -0.107, 0.903, 0.017
1621791493.0356922, -0.111, 0.931, 0.068
1621791493.0372763, -0.069, 0.923, 0.065
1621791493.0382252, -0.048, 0.917, 0.066
1621791493.0392995, -0.044, 0.91, 0.032
1621791493.0402443, -0.046, 0.899, 0.02
1621791493.0411804, -0.043, 0.896, 0.03
1621791493.0438032, -0.128, 0.95, 0.045
1621791493.0447464, -0.106, 0.923, 0.047
1621791493.0458875, -0.068, 0.909, 0.038
1621791493.046835, -0.02, 0.887, 0.041
1621791493.0477717, -0.027, 0.881, 0.046
1621791493.048693, -0.056, 0.912, 0.046
1621791493.0497591, -0.086, 0.93, 0.047
1621791493.0507, -0.122, 0.937, 0.047
1621791493.0516143, -0.121, 0.936, 0.039
1621791493.0525262, -0.096, 0.913, 0.038
1621791493.053437, -0.06, 0.895, 0.048
1621791493.0543458, -0.027, 0.892, 0.068
1621791493.0552564, -0.041, 0.904, 0.065
1621791493.056165, -0.06, 0.926, 0.034
1621791493.0570717, -0.06, 0.926, 0.034
1621791493.0579796, -0.064, 0.918, 0.019
1621791493.0588882, -0.097, 0.911, 0.025
1621791493.0597963, -0.114, 0.908, 0.036
1621791493.0607042, -0.116, 0.901, 0.068
1621791493.061613, -0.092, 0.925, 0.086
1621791493.0625207, -0.04, 0.928, 0.064
1621791493.0634277, -0.004, 0.905, 0.043
1621791493.0643344, -0.031, 0.896, 0.021
1621791493.0652432, -0.08, 0.908, 0.006
1621791493.0661507, -0.111, 0.914, 0.025
1621791493.0670583, -0.107, 0.926, 0.064
1621791493.0679657, -0.107, 0.926, 0.064
1621791493.0688732, -0.091, 0.929, 0.071
1621791493.06978, -0.091, 0.928, 0.053
1621791493.0706868, -0.059, 0.922, 0.041
1621791493.0715947, -0.031, 0.889, 0.026
1621791493.0725033, -0.026, 0.88, 0.047
1621791493.0734098, -0.052, 0.896, 0.05
1621791493.0743167, -0.098, 0.926, 0.042
1621791493.0752258, -0.115, 0.942, 0.054
1621791493.0761328, -0.119, 0.936, 0.047
1621791493.077039, -0.102, 0.923, 0.039
1621791493.0779452, -0.041, 0.89, 0.036
1621791493.0788524, -0.041, 0.89, 0.036
1621791493.0797591, -0.019, 0.874, 0.053
1621791493.0806653, -0.033, 0.906, 0.06
1621791493.0815723, -0.059, 0.921, 0.053
1621791493.0824804, -0.1, 0.931, 0.036
1621791493.083388, -0.112, 0.925, 0.023
1621791493.0842946, -0.102, 0.913, 0.036
1621791493.0852053, -0.101, 0.909, 0.056
1621791493.0861127, -0.061, 0.904, 0.079
1621791493.0870197, -0.037, 0.898, 0.072
1621791493.0879264, -0.041, 0.921, 0.056
1621791493.088833, -0.045, 0.927, 0.019
1621791493.0897403, -0.045, 0.927, 0.019
1621791493.090646, -0.062, 0.914, 0.004
1621791493.0915534, -0.09, 0.902, 0.034
1621791493.09246, -0.128, 0.914, 0.053
1621791493.0933669, -0.132, 0.938, 0.08
1621791493.0942738, -0.068, 0.923, 0.075
1621791493.0951831, -0.016, 0.9, 0.058
1621791493.0960906, -0.021, 0.892, 0.029
1621791493.096998, -0.05, 0.896, 0.016
1621791493.097904, -0.095, 0.904, 0.038
1621791493.098811, -0.101, 0.926, 0.061
1621791493.0997179, -0.108, 0.921, 0.069
1621791493.1006255, -0.108, 0.921, 0.069
1621791493.1015325, -0.12, 0.938, 0.052
