1621790337.2549715, 0.032, 0.933, 0.043
1621790337.2563999, -0.03, 0.939, -0.033
1621790337.2580347, -0.139, 0.891, 0.048
1621790337.2594619, -0.107, 0.881, 0.111
1621790337.2608457, -0.049, 0.912, 0.113
1621790337.262221, -0.057, 0.943, -0.013
1621790337.2636333, -0.1, 0.91, -0.004
1621790337.265049, -0.067, 0.89, 0.078
1621790337.2664526, -0.034, 0.927, 0.077
1621790337.2678237, -0.052, 0.94, 0.024
1621790337.2691934, -0.1, 0.9, 0.027
1621790337.2705817, -0.083, 0.882, 0.058
1621790337.2719643, -0.06, 0.921, 0.066
1621790337.273356, -0.086, 0.945, 0.033
1621790337.2753906, -0.089, 0.902, 0.019
1621790337.2768009, -0.062, 0.911, 0.066
1621790337.2782018, -0.05, 0.926, 0.044
1621790337.2796304, -0.047, 0.928, 0.031
1621790337.2810278, -0.098, 0.895, 0.042
1621790337.2824395, -0.118, 0.906, 0.071
1621790337.2840505, -0.06, 0.931, 0.075
1621790337.285453, -0.05, 0.918, 0.038
1621790337.286847, -0.063, 0.903, 0.044
1621790337.2882462, -0.06, 0.904, 0.043
1621790337.2896338, -0.07, 0.924, 0.029
1621790337.291023, -0.101, 0.926, 0.037
1621790337.2931144, -0.113, 0.894, 0.076
1621790337.2945147, -0.057, 0.898, 0.099
1621790337.2959206, -0.031, 0.927, 0.022
1621790337.2973044, -0.069, 0.925, 0.007
1621790337.2986915, -0.084, 0.908, 0.064
1621790337.3000734, -0.079, 0.905, 0.059
1621790337.3014364, -0.079, 0.921, 0.062
1621790337.3027954, -0.077, 0.912, 0.044
1621790337.3041546, -0.059, 0.898, 0.062
1621790337.3055184, -0.068, 0.913, 0.047
1621790337.3068109, -0.087, 0.923, 0.022
1621790337.307719, -0.095, 0.93, 0.039
1621790337.3086283, -0.097, 0.91, 0.07
1621790337.3095348, -0.074, 0.907, 0.082
1621790337.3104408, -0.068, 0.902, 0.091
1621790337.3113472, -0.068, 0.902, 0.091
1621790337.3122518, -0.07, 0.909, 0.052
1621790337.3131576, -0.057, 0.925, 0.042
1621790337.3140633, -0.06, 0.919, 0.029
1621790337.314973, -0.078, 0.917, 0.025
1621790337.3158793, -0.088, 0.914, 0.041
1621790337.3167856, -0.096, 0.915, 0.025
1621790337.3176918, -0.077, 0.916, 0.051
1621790337.3185973, -0.045, 0.909, 0.048
1621790337.3195024, -0.048, 0.913, 0.049
1621790337.320408, -0.066, 0.916, 0.049
1621790337.321314, -0.089, 0.909, 0.014
1621790337.32222, -0.089, 0.909, 0.014
1621790337.3231263, -0.085, 0.914, 0.038
1621790337.3240323, -0.065, 0.912, 0.023
1621790337.3249397, -0.073, 0.916, 0.034
1621790337.3258448, -0.079, 0.913, 0.046
1621790337.3267508, -0.078, 0.911, 0.037
1621790337.3276575, -0.077, 0.912, 0.069
1621790337.3285632, -0.06, 0.905, 0.058
1621790337.3294687, -0.069, 0.916, 0.069
1621790337.3303745, -0.093, 0.926, 0.054
1621790337.3312798, -0.091, 0.922, 0.031
1621790337.3321853, -0.078, 0.913, 0.053
1621790337.3330903, -0.078, 0.913, 0.053
1621790337.3339956, -0.055, 0.901, 0.041
1621790337.3349168, -0.056, 0.907, 0.045
1621790337.335827, -0.076, 0.915, 0.043
1621790337.3367352, -0.08, 0.913, 0.03
1621790337.337643, -0.079, 0.913, 0.055
1621790337.3385503, -0.073, 0.906, 0.045
1621790337.3394573, -0.08, 0.917, 0.054
1621790337.3403661, -0.084, 0.924, 0.052
1621790337.3412738, -0.077, 0.916, 0.031
1621790337.3421814, -0.051, 0.912, 0.058
1621790337.343089, -0.032, 0.901, 0.043
1621790337.3439965, -0.032, 0.901, 0.043
1621790337.3449051, -0.047, 0.91, 0.041
1621790337.3458116, -0.073, 0.917, 0.041
1621790337.3467185, -0.103, 0.915, 0.014
1621790337.3476264, -0.1, 0.912, 0.03
1621790337.3485348, -0.092, 0.899, 0.035
1621790337.3494425, -0.09, 0.905, 0.053
1621790337.3503497, -0.08, 0.918, 0.082
1621790337.3512576, -0.068, 0.919, 0.067
1621790337.3521652, -0.047, 0.92, 0.054
1621790337.3530722, -0.03, 0.917, 0.03
1621790337.3539796, -0.04, 0.917, 0.016
1621790337.3548894, -0.04, 0.917, 0.016
1621790337.3564188, -0.115, 0.915, 0.03
1621790337.3573565, -0.13, 0.91, 0.054
1621790337.358267, -0.091, 0.898, 0.079
1621790337.3591766, -0.053, 0.905, 0.077
1621790337.360085, -0.031, 0.925, 0.075
1621790337.3609927, -0.044, 0.923, 0.05
1621790337.3619008, -0.069, 0.928, 0.027
1621790337.3628254, -0.069, 0.928, 0.027
1621790337.363733, -0.076, 0.911, 0.023
1621790337.3646412, -0.065, 0.902, 0.01
1621790337.3655488, -0.068, 0.91, 0.034
1621790337.3664565, -0.083, 0.907, 0.051
1621790337.3673627, -0.095, 0.911, 0.048
1621790337.3682702, -0.093, 0.903, 0.068
1621790337.3691769, -0.076, 0.895, 0.064
1621790337.3700836, -0.07, 0.907, 0.058
1621790337.3709893, -0.084, 0.927, 0.062
1621790337.3718965, -0.089, 0.931, 0.047
1621790337.372815, -0.08, 0.924, 0.042
1621790337.3737218, -0.08, 0.924, 0.042
1621790337.374631, -0.05, 0.904, 0.029
1621790337.3755367, -0.035, 0.902, 0.019
1621790337.3764434, -0.043, 0.917, 0.04
1621790337.37735, -0.084, 0.917, 0.04
1621790337.3782566, -0.117, 0.92, 0.032
1621790337.3791637, -0.111, 0.902, 0.024
1621790337.3800704, -0.087, 0.891, 0.02
1621790337.3809772, -0.053, 0.902, 0.039
1621790337.381884, -0.061, 0.908, 0.05
1621790337.3827906, -0.059, 0.921, 0.054
1621790337.383697, -0.057, 0.921, 0.069
1621790337.3846052, -0.057, 0.921, 0.069
1621790337.3855107, -0.032, 0.898, 0.057
